State,YEAR,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
Mississippi,2009,Total Electric Power Industry,Nuclear,10998515.0
Mississippi,2009,Total Electric Power Industry,Other,12393.0
Mississippi,2009,Total Electric Power Industry,Other Biomass,6961.0
Mississippi,2009,Total Electric Power Industry,Other Gases,24735.0
Mississippi,2009,Total Electric Power Industry,Petroleum,16599.0
Mississippi,2009,Total Electric Power Industry,Wood and Wood Derived Fuels,1417320.0
Mississippi,2010,"Combined Heat and Power, Commercial Power",Natural Gas,22371.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",Coal,0.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",Natural Gas,327668.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",Other,8187.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",Other Biomass,987.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",Other Gases,1636.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",Petroleum,4667.0
Mississippi,2010,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1501746.0
Mississippi,2010,"Electric Generators, Electric Utilities",Coal,10309707.0
Mississippi,2010,"Electric Generators, Electric Utilities",Natural Gas,20811626.0
Mississippi,2010,"Electric Generators, Electric Utilities",Nuclear,9643241.0
Mississippi,2010,"Electric Generators, Electric Utilities",Other Biomass,5.0
Mississippi,2010,"Electric Generators, Electric Utilities",Petroleum,76833.0
Mississippi,2010,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,25.0
Mississippi,2010,"Electric Generators, Independent Power Producers",Coal,3319287.0
Mississippi,2010,"Electric Generators, Independent Power Producers",Natural Gas,8457262.0
Mississippi,2010,"Electric Generators, Independent Power Producers",Other,513.0
Mississippi,2010,"Electric Generators, Independent Power Producers",Petroleum,0.0
Mississippi,2010,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,1508.0
Mississippi,2010,Total Electric Power Industry,Coal,13628998.0
Mississippi,2010,Total Electric Power Industry,Natural Gas,29618920.0
Mississippi,2010,Total Electric Power Industry,Nuclear,9643241.0
Mississippi,2010,Total Electric Power Industry,Other,8697.0
Mississippi,2010,Total Electric Power Industry,Other Biomass,992.0
Mississippi,2010,Total Electric Power Industry,Other Gases,1636.0
Mississippi,2010,Total Electric Power Industry,Petroleum,81500.0
Mississippi,2010,Total Electric Power Industry,Wood and Wood Derived Fuels,1503279.0
Mississippi,2011,"Combined Heat and Power, Commercial Power",Natural Gas,24073.0
Mississippi,2011,"Combined Heat and Power, Industrial Power",Natural Gas,319566.33
Mississippi,2011,"Combined Heat and Power, Industrial Power",Other,3016.71
Mississippi,2011,"Combined Heat and Power, Industrial Power",Other Biomass,3271.37
Mississippi,2011,"Combined Heat and Power, Industrial Power",Petroleum,3060.5899999999997
Mississippi,2011,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1502461.04
Mississippi,2011,"Electric Generators, Electric Utilities",Coal,7247549.33
Mississippi,2011,"Electric Generators, Electric Utilities",Natural Gas,24213343.16
Mississippi,2011,"Electric Generators, Electric Utilities",Nuclear,10336789.0
Mississippi,2011,"Electric Generators, Electric Utilities",Other Biomass,26.06
Mississippi,2011,"Electric Generators, Electric Utilities",Petroleum,33280.46
Mississippi,2011,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,318.04
Mississippi,2011,"Electric Generators, Independent Power Producers",Coal,2475561.5
Mississippi,2011,"Electric Generators, Independent Power Producers",Natural Gas,5408626.16
Mississippi,2011,Total Electric Power Industry,Coal,9723110.8
Mississippi,2011,Total Electric Power Industry,Natural Gas,29965608.66
Mississippi,2011,Total Electric Power Industry,Nuclear,10336789.0
Mississippi,2011,Total Electric Power Industry,Other,3016.71
Mississippi,2011,Total Electric Power Industry,Other Biomass,3297.43
Mississippi,2011,Total Electric Power Industry,Petroleum,36341.05
Mississippi,2011,Total Electric Power Industry,Wood and Wood Derived Fuels,1502779.08
Mississippi,2012,"Combined Heat and Power, Commercial Power",Natural Gas,21552.02
Mississippi,2012,"Combined Heat and Power, Commercial Power",Other,0.0
Mississippi,2012,"Combined Heat and Power, Industrial Power",Coal,0.0
Mississippi,2012,"Combined Heat and Power, Industrial Power",Natural Gas,1470080.22
Mississippi,2012,"Combined Heat and Power, Industrial Power",Other,22.81
Mississippi,2012,"Combined Heat and Power, Industrial Power",Other Biomass,13781.47
Mississippi,2012,"Combined Heat and Power, Industrial Power",Petroleum,3735.26
Mississippi,2012,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1492498.25
Mississippi,2012,"Electric Generators, Electric Utilities",Coal,4455047.59
Mississippi,2012,"Electric Generators, Electric Utilities",Natural Gas,29312536.04
Mississippi,2012,"Electric Generators, Electric Utilities",Nuclear,7296134.0
Mississippi,2012,"Electric Generators, Electric Utilities",Other Biomass,-0.02
Mississippi,2012,"Electric Generators, Electric Utilities",Petroleum,13347.17
Mississippi,2012,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,250.24
Mississippi,2012,"Electric Generators, Independent Power Producers",Coal,2756925.29
Mississippi,2012,"Electric Generators, Independent Power Producers",Natural Gas,7745724.72
Mississippi,2012,"Electric Generators, Independent Power Producers",Other Biomass,2660.01
Mississippi,2012,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0.0
Mississippi,2012,Total Electric Power Industry,Coal,7211972.859999999
Mississippi,2012,Total Electric Power Industry,Natural Gas,38549893.01
Mississippi,2012,Total Electric Power Industry,Nuclear,7296134.0
Mississippi,2012,Total Electric Power Industry,Other,22.81
Mississippi,2012,Total Electric Power Industry,Other Biomass,16441.45
Mississippi,2012,Total Electric Power Industry,Petroleum,17082.4
Mississippi,2012,Total Electric Power Industry,Wood and Wood Derived Fuels,1492748.5
Mississippi,2013,"Combined Heat and Power, Commercial Power",Natural Gas,22550.01
Mississippi,2013,"Combined Heat and Power, Commercial Power",Other,0.0
Mississippi,2013,"Combined Heat and Power, Industrial Power",Coal,0.0
Mississippi,2013,"Combined Heat and Power, Industrial Power",Natural Gas,1350143.1300000001
Mississippi,2013,"Combined Heat and Power, Industrial Power",Other,5202.08
Mississippi,2013,"Combined Heat and Power, Industrial Power",Other Biomass,2782.8399999999997
Mississippi,2013,"Combined Heat and Power, Industrial Power",Petroleum,3369.71
Mississippi,2013,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1432886.16
Mississippi,2013,"Electric Generators, Electric Utilities",Coal,5776760.9
Mississippi,2013,"Electric Generators, Electric Utilities",Natural Gas,28761166.59
Mississippi,2013,"Electric Generators, Electric Utilities",Nuclear,10864509.0
Mississippi,2013,"Electric Generators, Electric Utilities",Other Biomass,26.54
Mississippi,2013,"Electric Generators, Electric Utilities",Petroleum,10612.44
Mississippi,2013,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,327.57
Mississippi,2013,"Electric Generators, Independent Power Producers",Coal,2924534.21
Mississippi,2013,"Electric Generators, Independent Power Producers",Natural Gas,1643028.81
Mississippi,2013,"Electric Generators, Independent Power Producers",Other Biomass,12364.0
Mississippi,2013,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0.0
Mississippi,2013,Total Electric Power Industry,Coal,8701295.09
Mississippi,2013,Total Electric Power Industry,Natural Gas,31776888.51
Mississippi,2013,Total Electric Power Industry,Nuclear,10864509.0
Mississippi,2013,Total Electric Power Industry,Other,5202.08
Mississippi,2013,Total Electric Power Industry,Other Biomass,15173.380000000001
Mississippi,2013,Total Electric Power Industry,Petroleum,13982.14
Mississippi,2013,Total Electric Power Industry,Wood and Wood Derived Fuels,1433213.74
Mississippi,2014,"Combined Heat and Power, Commercial Power",Natural Gas,21574.98
Mississippi,2014,"Combined Heat and Power, Industrial Power",Coal,0.0
Mississippi,2014,"Combined Heat and Power, Industrial Power",Natural Gas,1416016.66
Mississippi,2014,"Combined Heat and Power, Industrial Power",Other,3731.09
Mississippi,2014,"Combined Heat and Power, Industrial Power",Other Biomass,2479.22
Mississippi,2014,"Combined Heat and Power, Industrial Power",Petroleum,769.45
Mississippi,2014,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1478326.92
Mississippi,2014,"Electric Generators, Electric Utilities",Coal,8265400.36
Mississippi,2014,"Electric Generators, Electric Utilities",Natural Gas,24996732.85
Mississippi,2014,"Electric Generators, Electric Utilities",Nuclear,10151268.0
Mississippi,2014,"Electric Generators, Electric Utilities",Other Biomass,627.86
Mississippi,2014,"Electric Generators, Electric Utilities",Petroleum,13556.029999999999
Mississippi,2014,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,261.92
Mississippi,2014,"Electric Generators, Independent Power Producers",Coal,2463998.15
Mississippi,2014,"Electric Generators, Independent Power Producers",Natural Gas,6037256.85
Mississippi,2014,"Electric Generators, Independent Power Producers",Other Biomass,12345.84
Mississippi,2014,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,0.0
Mississippi,2014,Total Electric Power Industry,Coal,10729398.47
Mississippi,2014,Total Electric Power Industry,Natural Gas,32471581.33
Mississippi,2014,Total Electric Power Industry,Nuclear,10151268.0
Mississippi,2014,Total Electric Power Industry,Other,3731.09
Mississippi,2014,Total Electric Power Industry,Other Biomass,15452.9
Mississippi,2014,Total Electric Power Industry,Petroleum,14325.48
Mississippi,2014,Total Electric Power Industry,Wood and Wood Derived Fuels,1478588.85
Mississippi,2015,"Combined Heat and Power, Commercial Power",Natural Gas,7117.0
Mississippi,2015,"Combined Heat and Power, Industrial Power",Coal,0.0
Mississippi,2015,"Combined Heat and Power, Industrial Power",Natural Gas,411465.0
Mississippi,2015,"Combined Heat and Power, Industrial Power",Other,6066.0
Mississippi,2015,"Combined Heat and Power, Industrial Power",Other Biomass,525.0
Mississippi,2015,"Combined Heat and Power, Industrial Power",Petroleum,1727.0
Mississippi,2015,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1493026.0
Mississippi,2015,"Electric Generators, Electric Utilities",Coal,3370577.0
Mississippi,2015,"Electric Generators, Electric Utilities",Natural Gas,41175336.0
Mississippi,2015,"Electric Generators, Electric Utilities",Nuclear,11714588.0
Mississippi,2015,"Electric Generators, Electric Utilities",Petroleum,12403.0
Mississippi,2015,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,52.0
Mississippi,2015,"Electric Generators, Independent Power Producers",Coal,3029030.0
Mississippi,2015,"Electric Generators, Independent Power Producers",Natural Gas,3523025.0
Mississippi,2015,"Electric Generators, Independent Power Producers",Other Biomass,12930.0
Mississippi,2015,Total Electric Power Industry,Coal,6399605.0
Mississippi,2015,Total Electric Power Industry,Natural Gas,45116944.0
Mississippi,2015,Total Electric Power Industry,Nuclear,11714588.0
Mississippi,2015,Total Electric Power Industry,Other,6066.0
Mississippi,2015,Total Electric Power Industry,Other Biomass,13455.0
Mississippi,2015,Total Electric Power Industry,Petroleum,14130.0
Mississippi,2015,Total Electric Power Industry,Wood and Wood Derived Fuels,1493076.0
Mississippi,2016,"Combined Heat and Power, Commercial Power",Natural Gas,0.0
Mississippi,2016,"Combined Heat and Power, Industrial Power",Coal,0.0
Mississippi,2016,"Combined Heat and Power, Industrial Power",Natural Gas,414923.0
Mississippi,2016,"Combined Heat and Power, Industrial Power",Other,5273.0
Mississippi,2016,"Combined Heat and Power, Industrial Power",Other Biomass,1191.0
Mississippi,2016,"Combined Heat and Power, Industrial Power",Petroleum,2659.0
Mississippi,2016,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1512782.0
Mississippi,2016,"Electric Generators, Electric Utilities",Coal,2446911.0
Mississippi,2016,"Electric Generators, Electric Utilities",Natural Gas,46400267.0
Mississippi,2016,"Electric Generators, Electric Utilities",Nuclear,5897272.0
Mississippi,2016,"Electric Generators, Electric Utilities",Other Biomass,0.0
Mississippi,2016,"Electric Generators, Electric Utilities",Petroleum,15126.0
Mississippi,2016,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0.0
Mississippi,2016,"Electric Generators, Independent Power Producers",Coal,2895115.0
Mississippi,2016,"Electric Generators, Independent Power Producers",Natural Gas,3279549.0
Mississippi,2016,"Electric Generators, Independent Power Producers",Other Biomass,10230.0
Mississippi,2016,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,0.0
Mississippi,2016,Total Electric Power Industry,Coal,5342027.0
Mississippi,2016,Total Electric Power Industry,Natural Gas,50094738.0
Mississippi,2016,Total Electric Power Industry,Nuclear,5897272.0
Mississippi,2016,Total Electric Power Industry,Other,5273.0
Mississippi,2016,Total Electric Power Industry,Other Biomass,11422.0
Mississippi,2016,Total Electric Power Industry,Petroleum,17787.0
Mississippi,2016,Total Electric Power Industry,Solar Thermal and Photovoltaic,0.0
Mississippi,2016,Total Electric Power Industry,Wood and Wood Derived Fuels,1512782.0
Mississippi,2017,"Combined Heat and Power, Commercial Power",Natural Gas,5358.0
Mississippi,2017,"Combined Heat and Power, Industrial Power",Coal,0.0
Mississippi,2017,"Combined Heat and Power, Industrial Power",Natural Gas,452113.0
Mississippi,2017,"Combined Heat and Power, Industrial Power",Other,1855.0
Mississippi,2017,"Combined Heat and Power, Industrial Power",Other Biomass,3095.0
Mississippi,2017,"Combined Heat and Power, Industrial Power",Petroleum,2138.0
Mississippi,2017,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,1461821.0
Mississippi,2017,"Electric Generators, Electric Utilities",Coal,2397090.0
Mississippi,2017,"Electric Generators, Electric Utilities",Natural Gas,41738944.0
Mississippi,2017,"Electric Generators, Electric Utilities",Nuclear,7364648.0
Mississippi,2017,"Electric Generators, Electric Utilities",Petroleum,9322.0
Mississippi,2017,"Electric Generators, Independent Power Producers",Coal,2231139.0
Mississippi,2017,"Electric Generators, Independent Power Producers",Natural Gas,3962060.0
Mississippi,2017,"Electric Generators, Independent Power Producers",Other Biomass,12128.0
Mississippi,2017,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,85923.0
Mississippi,2017,Total Electric Power Industry,Coal,4628230.0
Mississippi,2017,Total Electric Power Industry,Natural Gas,46158473.0
Mississippi,2017,Total Electric Power Industry,Nuclear,7364648.0
Mississippi,2017,Total Electric Power Industry,Other,1855.0
Mississippi,2017,Total Electric Power Industry,Other Biomass,15224.0
Mississippi,2017,Total Electric Power Industry,Petroleum,11459.0
Mississippi,2017,Total Electric Power Industry,Solar Thermal and Photovoltaic,85923.0
Mississippi,2017,Total Electric Power Industry,Wood and Wood Derived Fuels,1461821.0
