State,YEAR,TYPE OF PRODUCER,GENERATION (Megawatthours)
Montana,2019,"Electric Generators, Electric Utilities",10707880.0
Montana,2019,"Electric Generators, Independent Power Producers",16597067.0
Montana,2019,Total Electric Power Industry,27797079.0
Montana,2020,"Combined Heat and Power, Electric Power",459339.0
Montana,2020,"Combined Heat and Power, Industrial Power",36057.0
Montana,2020,"Electric Generators, Electric Utilities",11347262.0
Montana,2020,"Electric Generators, Independent Power Producers",11510631.0
Montana,2020,Total Electric Power Industry,23353291.0
Montana,2021,"Combined Heat and Power, Electric Power",454274.0
Montana,2021,"Combined Heat and Power, Industrial Power",35041.0
Montana,2021,"Electric Generators, Electric Utilities",10341964.0
Montana,2021,"Electric Generators, Independent Power Producers",13635359.0
Montana,2021,Total Electric Power Industry,24466639.0
Montana,2022,"Combined Heat and Power, Electric Power",213773.0
Montana,2022,"Combined Heat and Power, Industrial Power",11323.0
Montana,2022,"Electric Generators, Electric Utilities",5197042.0
Montana,2022,"Electric Generators, Independent Power Producers",5886519.0
Montana,2022,Total Electric Power Industry,11308657.0
Nebraska,2001,"Combined Heat and Power, Commercial Power",17000.0
Nebraska,2001,"Combined Heat and Power, Electric Power",8289.0
Nebraska,2001,"Combined Heat and Power, Industrial Power",48254.0
Nebraska,2001,"Electric Generators, Electric Utilities",30411670.0
Nebraska,2001,Total Electric Power Industry,30485213.0
Nebraska,2002,"Combined Heat and Power, Commercial Power",16662.0
Nebraska,2002,"Combined Heat and Power, Electric Power",7501.0
Nebraska,2002,"Combined Heat and Power, Industrial Power",44104.0
Nebraska,2002,"Electric Generators, Electric Utilities",31550221.0
Nebraska,2002,Total Electric Power Industry,31618489.0
Nebraska,2003,"Combined Heat and Power, Commercial Power",20458.0
Nebraska,2003,"Combined Heat and Power, Electric Power",21444.0
Nebraska,2003,"Combined Heat and Power, Industrial Power",46204.0
Nebraska,2003,"Electric Generators, Electric Utilities",30367879.0
Nebraska,2003,Total Electric Power Industry,30455983.0
Nebraska,2004,"Combined Heat and Power, Commercial Power",22450.0
Nebraska,2004,"Combined Heat and Power, Electric Power",0.0
Nebraska,2004,"Combined Heat and Power, Industrial Power",42125.0
Nebraska,2004,"Electric Generators, Electric Utilities",31944127.0
Nebraska,2004,Total Electric Power Industry,32008708.0
Nebraska,2005,"Combined Heat and Power, Commercial Power",19219.0
Nebraska,2005,"Combined Heat and Power, Electric Power",8291.0
Nebraska,2005,"Combined Heat and Power, Industrial Power",45582.0
Nebraska,2005,"Electric Generators, Electric Utilities",31391644.0
Nebraska,2005,Total Electric Power Industry,31464735.0
Nebraska,2006,"Combined Heat and Power, Commercial Power",16745.0
Nebraska,2006,"Combined Heat and Power, Electric Power",4485.0
Nebraska,2006,"Combined Heat and Power, Industrial Power",49693.0
Nebraska,2006,"Electric Generators, Electric Utilities",31599046.0
Nebraska,2006,Total Electric Power Industry,31669967.0
Nebraska,2007,"Combined Heat and Power, Commercial Power",16828.0
Nebraska,2007,"Combined Heat and Power, Electric Power",4522.0
Nebraska,2007,"Combined Heat and Power, Industrial Power",18063.0
Nebraska,2007,"Electric Generators, Electric Utilities",32403287.0
Nebraska,2007,Total Electric Power Industry,32442699.0
Nebraska,2008,"Combined Heat and Power, Commercial Power",12924.0
Nebraska,2008,"Combined Heat and Power, Electric Power",4874.0
Nebraska,2008,"Combined Heat and Power, Industrial Power",47.0
Nebraska,2008,"Electric Generators, Electric Utilities",32355676.0
Nebraska,2008,Total Electric Power Industry,32373522.0
Nebraska,2009,"Combined Heat and Power, Commercial Power",14414.0
Nebraska,2009,"Combined Heat and Power, Electric Power",4720.0
Nebraska,2009,"Combined Heat and Power, Industrial Power",42035.0
Nebraska,2009,"Electric Generators, Electric Utilities",33776060.0
Nebraska,2009,"Electric Generators, Independent Power Producers",164662.0
Nebraska,2009,Total Electric Power Industry,34001894.0
Nebraska,2010,"Combined Heat and Power, Commercial Power",12541.0
Nebraska,2010,"Combined Heat and Power, Electric Power",5819.0
Nebraska,2010,"Combined Heat and Power, Industrial Power",160449.0
Nebraska,2010,"Electric Generators, Electric Utilities",36242921.0
Nebraska,2010,"Electric Generators, Independent Power Producers",208275.0
Nebraska,2010,Total Electric Power Industry,36630007.0
Nebraska,2011,"Combined Heat and Power, Commercial Power",17114.01
Nebraska,2011,"Combined Heat and Power, Industrial Power",278358.0
Nebraska,2011,"Electric Generators, Electric Utilities",34977559.01
Nebraska,2011,"Electric Generators, Independent Power Producers",822020.01
Nebraska,2011,Total Electric Power Industry,36095051.0
Nebraska,2012,"Combined Heat and Power, Commercial Power",17741.0
Nebraska,2012,"Combined Heat and Power, Industrial Power",344599.0
Nebraska,2012,"Electric Generators, Electric Utilities",32782885.29
Nebraska,2012,"Electric Generators, Independent Power Producers",1072067.3
Nebraska,2012,Total Electric Power Industry,34217292.57
Nebraska,2013,"Combined Heat and Power, Commercial Power",18270.989999999998
Nebraska,2013,"Combined Heat and Power, Industrial Power",332978.01
Nebraska,2013,"Electric Generators, Electric Utilities",35170166.92
Nebraska,2013,"Electric Generators, Independent Power Producers",1583211.88
Nebraska,2013,Total Electric Power Industry,37104627.76
Nebraska,2014,"Combined Heat and Power, Commercial Power",17963.59
Nebraska,2014,"Combined Heat and Power, Industrial Power",414231.91
Nebraska,2014,"Electric Generators, Electric Utilities",36671404.0
Nebraska,2014,"Electric Generators, Independent Power Producers",2506775.32
Nebraska,2014,Total Electric Power Industry,39610374.79
Nebraska,2015,"Combined Heat and Power, Commercial Power",16923.0
Nebraska,2015,"Combined Heat and Power, Industrial Power",381423.0
Nebraska,2015,"Electric Generators, Electric Utilities",36522242.0
Nebraska,2015,"Electric Generators, Independent Power Producers",2962802.0
Nebraska,2015,Total Electric Power Industry,39883390.0
Nebraska,2016,"Combined Heat and Power, Commercial Power",19230.0
Nebraska,2016,"Combined Heat and Power, Industrial Power",347425.0
Nebraska,2016,"Electric Generators, Electric Utilities",32547741.0
Nebraska,2016,"Electric Generators, Independent Power Producers",3610474.0
Nebraska,2016,Total Electric Power Industry,36524868.0
Nebraska,2017,"Combined Heat and Power, Commercial Power",18741.0
Nebraska,2017,"Combined Heat and Power, Industrial Power",360412.0
Nebraska,2017,"Electric Generators, Electric Utilities",30094518.0
Nebraska,2017,"Electric Generators, Independent Power Producers",4933313.0
Nebraska,2017,Total Electric Power Industry,35406983.0
Nebraska,2018,"Combined Heat and Power, Commercial Power",18229.0
Nebraska,2018,"Combined Heat and Power, Industrial Power",373843.0
Nebraska,2018,"Electric Generators, Electric Utilities",31166766.0
Nebraska,2018,"Electric Generators, Independent Power Producers",5407378.0
Nebraska,2018,Total Electric Power Industry,36966218.0
Nebraska,2019,"Combined Heat and Power, Commercial Power",17520.0
Nebraska,2019,"Combined Heat and Power, Industrial Power",347562.0
Nebraska,2019,"Electric Generators, Electric Utilities",30018491.0
Nebraska,2019,"Electric Generators, Independent Power Producers",6914042.0
Nebraska,2019,Total Electric Power Industry,37297614.0
Nebraska,2020,"Combined Heat and Power, Commercial Power",16024.0
Nebraska,2020,"Combined Heat and Power, Industrial Power",239201.0
Nebraska,2020,"Electric Generators, Electric Utilities",27756591.0
Nebraska,2020,"Electric Generators, Independent Power Producers",8836866.0
Nebraska,2020,Total Electric Power Industry,36848680.0
Nebraska,2021,"Combined Heat and Power, Commercial Power",17924.0
Nebraska,2021,"Combined Heat and Power, Industrial Power",344119.0
Nebraska,2021,"Electric Generators, Electric Utilities",28818114.0
Nebraska,2021,"Electric Generators, Independent Power Producers",9464488.0
Nebraska,2021,Total Electric Power Industry,38644645.0
Nebraska,2022,"Combined Heat and Power, Commercial Power",8812.0
Nebraska,2022,"Combined Heat and Power, Industrial Power",141996.0
Nebraska,2022,"Electric Generators, Electric Utilities",10956256.0
Nebraska,2022,"Electric Generators, Independent Power Producers",5602710.0
Nebraska,2022,Total Electric Power Industry,16709774.0
Nevada,2001,"Combined Heat and Power, Electric Power",2445320.0
Nevada,2001,"Electric Generators, Electric Utilities",27896065.0
Nevada,2001,"Electric Generators, Independent Power Producers",3534581.0
Nevada,2001,Total Electric Power Industry,33875966.0
Nevada,2002,"Combined Heat and Power, Electric Power",2427698.0
Nevada,2002,"Electric Generators, Electric Utilities",25008568.0
Nevada,2002,"Electric Generators, Independent Power Producers",4652672.0
Nevada,2002,Total Electric Power Industry,32088938.0
Nevada,2003,"Combined Heat and Power, Electric Power",3235738.0
Nevada,2003,"Electric Generators, Electric Utilities",24634871.0
Nevada,2003,"Electric Generators, Independent Power Producers",5324278.0
Nevada,2003,Total Electric Power Industry,33194887.0
Nevada,2004,"Combined Heat and Power, Electric Power",2398925.0
Nevada,2004,"Electric Generators, Electric Utilities",24246390.0
Nevada,2004,"Electric Generators, Independent Power Producers",11022120.0
Nevada,2004,Total Electric Power Industry,37667435.0
Nevada,2005,"Combined Heat and Power, Electric Power",2146195.0
Nevada,2005,"Electric Generators, Electric Utilities",24112224.0
Nevada,2005,"Electric Generators, Independent Power Producers",13955333.0
Nevada,2005,Total Electric Power Industry,40213751.0
Nevada,2006,"Combined Heat and Power, Electric Power",2281996.0
Nevada,2006,"Combined Heat and Power, Industrial Power",345364.0
Nevada,2006,"Electric Generators, Electric Utilities",19686303.0
Nevada,2006,"Electric Generators, Independent Power Producers",9546360.0
Nevada,2006,Total Electric Power Industry,31860023.0
Nevada,2007,"Combined Heat and Power, Electric Power",2256639.0
Nevada,2007,"Combined Heat and Power, Industrial Power",412460.0
Nevada,2007,"Electric Generators, Electric Utilities",22376989.0
Nevada,2007,"Electric Generators, Independent Power Producers",7623647.0
Nevada,2007,Total Electric Power Industry,32669737.0
Nevada,2008,"Combined Heat and Power, Electric Power",1899937.0
Nevada,2008,"Combined Heat and Power, Industrial Power",338506.0
Nevada,2008,"Electric Generators, Electric Utilities",22979409.0
Nevada,2008,"Electric Generators, Independent Power Producers",9872121.0
Nevada,2008,Total Electric Power Industry,35089975.0
Nevada,2009,"Combined Heat and Power, Commercial Power",0.0
Nevada,2009,"Combined Heat and Power, Electric Power",2012702.0
Nevada,2009,"Combined Heat and Power, Industrial Power",204781.0
Nevada,2009,"Electric Generators, Electric Utilities",26095005.0
Nevada,2009,"Electric Generators, Independent Power Producers",9392645.0
Nevada,2009,Total Electric Power Industry,37705131.0
Nevada,2010,"Combined Heat and Power, Commercial Power",62188.0
Nevada,2010,"Combined Heat and Power, Electric Power",2156976.0
Nevada,2010,"Combined Heat and Power, Industrial Power",200880.0
Nevada,2010,"Electric Generators, Electric Utilities",23710918.0
Nevada,2010,"Electric Generators, Independent Power Producers",9015288.0
Nevada,2010,Total Electric Power Industry,35146247.0
Nevada,2011,"Combined Heat and Power, Commercial Power",92020.16
Nevada,2011,"Combined Heat and Power, Electric Power",2167209.99
Nevada,2011,"Combined Heat and Power, Industrial Power",168989.02000000002
Nevada,2011,"Electric Generators, Electric Utilities",21672874.77
Nevada,2011,"Electric Generators, Independent Power Producers",7834823.99
Nevada,2011,Total Electric Power Industry,31935917.91
Nevada,2012,"Combined Heat and Power, Commercial Power",92288.86
Nevada,2012,"Combined Heat and Power, Electric Power",2147174.0
Nevada,2012,"Combined Heat and Power, Industrial Power",264369.02
Nevada,2012,"Electric Generators, Electric Utilities",24186036.99
Nevada,2012,"Electric Generators, Independent Power Producers",8483394.37
Nevada,2012,Total Electric Power Industry,35173263.22
Nevada,2013,"Combined Heat and Power, Commercial Power",98452.87
Nevada,2013,"Combined Heat and Power, Electric Power",2153869.0
Nevada,2013,"Combined Heat and Power, Industrial Power",250559.99
Nevada,2013,"Electric Generators, Electric Utilities",27888007.61
Nevada,2013,"Electric Generators, Independent Power Producers",6052984.08
Nevada,2013,Total Electric Power Industry,36443873.6
Nevada,2014,"Combined Heat and Power, Commercial Power",104074.09
Nevada,2014,"Combined Heat and Power, Electric Power",2210437.34
Nevada,2014,"Combined Heat and Power, Industrial Power",105136.17
Nevada,2014,"Electric Generators, Electric Utilities",25596234.48
Nevada,2014,"Electric Generators, Independent Power Producers",8176756.77
Nevada,2014,Total Electric Power Industry,36192638.839999996
Nevada,2015,"Combined Heat and Power, Commercial Power",114062.0
Nevada,2015,"Combined Heat and Power, Electric Power",2203014.0
Nevada,2015,"Combined Heat and Power, Industrial Power",304749.0
Nevada,2015,"Electric Generators, Electric Utilities",30496651.0
Nevada,2015,"Electric Generators, Independent Power Producers",5928305.0
Nevada,2015,Total Electric Power Industry,39046783.0
Nevada,2016,"Combined Heat and Power, Commercial Power",126141.0
Nevada,2016,"Combined Heat and Power, Electric Power",2207798.0
Nevada,2016,"Combined Heat and Power, Industrial Power",280397.0
Nevada,2016,"Electric Generators, Electric Utilities",29476379.0
Nevada,2016,"Electric Generators, Independent Power Producers",7696286.0
Nevada,2016,Total Electric Power Industry,39787004.0
Nevada,2017,"Combined Heat and Power, Commercial Power",126852.0
Nevada,2017,"Combined Heat and Power, Electric Power",2153192.0
